# t, l_px[0], l_py[0], l_vx[0], l_vy[0], l_px[1], l_py[1], l_vx[1], l_vy[1], l_aps[0], l_aps[1]
4.033369644080992344e+01,6.934249623736908896e-01,-2.382144826253132230e-01,-2.503156262896761783e-02,-6.017131222490693793e-02,2.299704906590207882e-16,-3.026413070456038266e-16,1.029867214697129622e-18,-1.429328203339316041e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.085961224194383590e+01,6.800634302869469350e-01,-2.697875279228854062e-01,-2.577906420696023451e-02,-5.989150203372532733e-02,2.304835459657022730e-16,-3.098948687997768802e-16,9.509165764324437519e-19,-1.342482501248160813e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.138552804307774835e+01,6.663118755720240927e-01,-3.012040234907839009e-01,-2.651431887876511129e-02,-5.957614669337667201e-02,2.310765683903464571e-16,-3.168072335741568100e-16,1.404151722026010914e-18,-1.244349781982869701e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.191144384421166080e+01,6.521774645082261124e-01,-3.324455892228532772e-01,-2.723455024443493383e-02,-5.922650906499301454e-02,2.318554907053434697e-16,-3.229220564708659703e-16,1.369062549463928305e-18,-1.123409100552223814e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.243735964534557326e+01,6.376688596857350566e-01,-3.634946260679791097e-01,-2.793683897297355445e-02,-5.884431049691300764e-02,2.325043481590978100e-16,-3.287767733040002595e-16,1.206775126364296238e-18,-1.095922582045258539e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.296327544647948571e+01,6.227962872412600159e-01,-3.943345784734054726e-01,-2.861820351368657769e-02,-5.843178826036007911e-02,2.331001505057420335e-16,-3.344974624083595329e-16,9.699232115702386269e-19,-1.076623537136111409e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.348919124761339816e+01,6.075714084293415418e-01,-4.249501058164723566e-01,-2.927629826932429125e-02,-5.799119002296623804e-02,2.335202854408852822e-16,-3.400996203704131029e-16,6.278037790899331884e-19,-1.053815574970755710e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.401510704874731061e+01,5.920069671798418032e-01,-4.553270065135194278e-01,-2.990920893560309463e-02,-5.752472139273921703e-02,2.337820831165710647e-16,-3.455428496002432273e-16,3.149253237446962217e-19,-1.029399359062973356e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.454102284988122307e+01,5.761166879297282550e-01,-4.854523581177869196e-01,-3.051514257460642698e-02,-5.703506738627742156e-02,2.338759853329007803e-16,-3.511309305104659047e-16,1.096536642565125349e-19,-1.114724530343104070e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.506693865101513552e+01,5.599151774829113082e-01,-5.153147849800785441e-01,-3.109256233180566348e-02,-5.652540190443652857e-02,2.339036662583495947e-16,-3.573068052260813876e-16,-4.386146570256143256e-21,-1.248063386079019063e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.559285445214904797e+01,5.434177301502730595e-01,-5.449045797009471892e-01,-3.164043703048042416e-02,-5.599871514361016989e-02,2.338713718453260025e-16,-3.642903951509427922e-16,-1.184259573970248334e-19,-1.407719121236496167e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.607831519165727485e+01,5.279402228780469830e-01,-5.719690873870117986e-01,-3.211946389144303138e-02,-5.549971559219353534e-02,2.338138806924708673e-16,-3.714884294418441135e-16,-6.462255946849806103e-20,-1.556614176808265636e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.660423099279118730e+01,5.109179619810306772e-01,-6.010126002802883560e-01,-3.260927412472383602e-02,-5.494784219994350988e-02,2.335936162344136912e-16,-3.797469270843572934e-16,-6.555827073682403379e-19,-1.556000116288430007e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.713014679392509976e+01,4.936460457470525642e-01,-6.297634020483573458e-01,-3.306893252999187210e-02,-5.438706052748439046e-02,2.330600368227520933e-16,-3.878185666506363923e-16,-1.456785480869128665e-18,-1.507313889358539231e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.765606259505901221e+01,4.761402396962430839e-01,-6.582175668210855646e-01,-3.349877081956423308e-02,-5.382019030344920019e-02,2.320899505097846950e-16,-3.955850417580269064e-16,-1.971426678446341356e-18,-1.438363665274045580e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.818197839619292466e+01,4.584161605014707708e-01,-6.863725257824969672e-01,-3.389906952302212950e-02,-5.324959229959717877e-02,2.309764911983394211e-16,-4.030184940392505082e-16,-1.971426678446341356e-18,-1.384852677116868830e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.870789419732683712e+01,4.404892050457545616e-01,-7.142269106583850613e-01,-3.427041315193866955e-02,-5.267750712955788367e-02,2.298451102620844127e-16,-4.103769475737455099e-16,-2.493378120307320551e-18,-1.398595936370352470e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.923380999846074957e+01,4.223743730437938271e-01,-7.417805084652424608e-01,-3.461372422183339043e-02,-5.210607838086505489e-02,2.284690370425365226e-16,-4.177623722663700915e-16,-2.581101051712527074e-18,-1.409999917453027315e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.975972579959466202e+01,4.040860980163486493e-01,-7.690341944948607678e-01,-3.493020629387056514e-02,-5.153728200993567404e-02,2.271820751099138603e-16,-4.252099370877902717e-16,-2.517940541100778455e-18,-1.424503442112019898e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.028564160072857447e+01,3.856381886832342953e-01,-7.959897996119081887e-01,-3.522096218408632406e-02,-5.097275416812912380e-02,2.258546564400970007e-16,-4.327419642201949697e-16,-2.370566016340031420e-18,-1.438071255502690320e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.081155740186248693e+01,3.670439016601944604e-01,-8.226499418478618875e-01,-3.548705265500366746e-02,-5.041389164622706032e-02,2.246346492245851940e-16,-4.401371482134585327e-16,-2.376414211767045316e-18,-1.382279471128977339e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.133747320299639938e+01,3.483159024032949080e-01,-8.490179531128170254e-01,-3.572966195012692442e-02,-4.986203697741323215e-02,2.233248801021055773e-16,-4.473467990294840966e-16,-2.604493833420582275e-18,-1.359471508963621640e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.186338900413031183e+01,3.294662012460161660e-01,-8.750978580416810537e-01,-3.595010210073046331e-02,-4.931844517655773613e-02,2.218801132355147267e-16,-4.544665933028991675e-16,-2.947198085443589065e-18,-1.359588472872161833e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.238930480526422429e+01,3.105060926358837459e-01,-9.008942825907829688e-01,-3.614974170811355303e-02,-4.878414857961678452e-02,2.201951374491972063e-16,-4.615621963401850922e-16,-3.517981959120132813e-18,-1.372366779880185258e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.291522060639813674e+01,2.914462038381415154e-01,-9.264123497526857154e-01,-3.632974070077399364e-02,-4.826001490784850856e-02,2.181320449530328568e-16,-4.689635198207595504e-16,-4.044319547551371950e-18,-1.433772831863832289e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.344113640753204919e+01,2.722965689010892754e-01,-9.516575990584885680e-01,-3.649122584006942588e-02,-4.774675782119331552e-02,2.160050733981407545e-16,-4.766239083728409947e-16,-4.044319547551371950e-18,-1.479388756194543686e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.396705220866596164e+01,2.530666256589974572e-01,-9.766359031116575995e-01,-3.663533288606712901e-02,-4.724493012104402645e-02,2.137415662699458916e-16,-4.845548838859108368e-16,-4.810433148490175838e-18,-1.551672451672436388e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.449296800979987410e+01,2.337652175432314572e-01,-1.001353384268905966e+00,-3.676318701520906590e-02,-4.675493648745046582e-02,2.109573501774777433e-16,-4.929729017334137377e-16,-5.622162673759687426e-18,-1.638108780083702326e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.497842874930810098e+01,2.158922489867095562e-01,-1.023943481405077627e+00,-3.686774413151031743e-02,-4.631344875914973624e-02,2.079724946933279561e-16,-5.012318962130505593e-16,-6.674837850622165699e-18,-1.764429801307203417e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.550434455044201343e+01,1.964761192562673175e-01,-1.048177303156614171e+00,-3.696737766867676245e-02,-4.584722710702860554e-02,2.042043163368021932e-16,-5.108710095859541977e-16,-7.479257131607910590e-18,-1.899581597625495410e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.603026035157592588e+01,1.770111121863549020e-01,-1.072169289454546037e+00,-3.705378043866064397e-02,-4.539381227427008447e-02,2.001194989497273314e-16,-5.210482330519070859e-16,-8.221100721524613606e-18,-1.938793747963622834e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.655617615270983833e+01,1.575039343452266649e-01,-1.095926225686726152e+00,-3.712790427967838786e-02,-4.495337892567627391e-02,1.954060524774953760e-16,-5.311846803853723876e-16,-9.703618262272603840e-18,-1.915985785798269138e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.708209195384375079e+01,1.379608014095896895e-01,-1.119454965532404644e+00,-3.719066180490867429e-02,-4.452601461704087243e-02,1.900164461686306771e-16,-5.413128589295685974e-16,-1.072734487177136350e-17,-1.963326927779946921e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.760800775497766324e+01,1.183874633903753693e-01,-1.142762389793658517e+00,-3.724290374561133043e-02,-4.411174188538101448e-02,1.841955734071667931e-16,-5.518146471611342852e-16,-1.120748171632920013e-17,-2.025551727123374688e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.813392355611157569e+01,9.878925037769326067e-02,-1.165855390633559585e+00,-3.728537973382008847e-02,-4.371059304096909515e-02,1.783176826710606955e-16,-5.624690590252387159e-16,-1.121800846809782676e-17,-2.035669105212110182e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.865983935724548815e+01,7.917110970009391679e-02,-1.188740875629976212e+00,-3.731880103922215891e-02,-4.332257713788192216e-02,1.721640000136254182e-16,-5.734186749468522707e-16,-1.219816602166533749e-17,-2.134591330860048908e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.918575515837940060e+01,5.953762725211918932e-02,-1.211425737675442038e+00,-3.734382871629369355e-02,-4.294762953356273671e-02,1.654446564617010368e-16,-5.849447047378405533e-16,-1.349646540646239865e-17,-2.248631141686821393e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.971167095951331305e+01,3.989305438649726199e-02,-1.233916818340770494e+00,-3.736107496166699710e-02,-4.258562176066946203e-02,1.579704162185344390e-16,-5.970231700922699119e-16,-1.481347901662589534e-17,-2.331850962613230324e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.023758676064722550e+01,2.024133201109536498e-02,-1.256220877542188807e+00,-3.737110916864561788e-02,-4.223637424546961006e-02,1.499533695885568111e-16,-6.090651888948591524e-16,-1.514711856573703600e-17,-2.283720314248906467e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.076350256178113796e+01,5.861114217726861664e-04,-1.278344578621030569e+00,-3.737446424710441639e-02,-4.189972018619714939e-02,1.422819914724832330e-16,-6.210793020123486256e-16,-1.428450974025249030e-17,-2.296001524645637229e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.128941836291505041e+01,-1.906922796809355433e-02,-1.300294517139742645e+00,-3.737164469583234561e-02,-4.157555644780207976e-02,1.350129449612963256e-16,-6.332233025492509132e-16,-1.330990797234064414e-17,-2.337319025337489363e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.181533416404896286e+01,-3.872157039258446176e-02,-1.322077231422428500e+00,-3.736314661392916431e-02,-4.126376254648139730e-02,1.282529554008925289e-16,-6.457633414208092467e-16,-1.241162515475132873e-17,-2.417322338779041594e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.234124996518287531e+01,-5.836804942229890242e-02,-1.343699189689411710e+00,-3.734941625712346475e-02,-4.096419266312376767e-02,1.217485885404974654e-16,-6.586289742205940883e-16,-1.245607143999663296e-17,-2.458142742859599525e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.286716576631678777e+01,-7.800601800195143543e-02,-1.365166777192412084e+00,-3.733084275765460869e-02,-4.067667738173750408e-02,1.151293694984011656e-16,-6.716326567639623495e-16,-1.268064214439396104e-17,-2.485863189183645957e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.339308156745070022e+01,-9.763302024413204883e-02,-1.386486284318922069e+00,-3.730776581802536934e-02,-4.040102634881821697e-02,1.084185313248517329e-16,-6.848371561408427730e-16,-1.297773047208625667e-17,-2.550631953537825776e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.391899736858461267e+01,-1.172467713569121384e-01,-1.407663899858672574e+00,-3.728050289458202660e-02,-4.013704855646354347e-02,1.014607887598645152e-16,-6.985473055853738140e-16,-1.356108796593087465e-17,-2.662478691079463707e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.440445810809276850e+01,-1.353381749561686498e-01,-1.427091797254568473e+00,-3.725188732431754246e-02,-3.990357513881090390e-02,9.469476617724763201e-17,-7.117754283845278778e-16,-1.424064827454987318e-17,-2.765056038869285859e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.493037390922658858e+01,-1.549206225340427623e-01,-1.448013573013945177e+00,-3.721743443823093828e-02,-3.966150469813609775e-02,8.718036493326978959e-17,-7.265641757356763512e-16,-1.451960719641844502e-17,-2.875119076805688694e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.545628971036040866e+01,-1.744840690304025055e-01,-1.468810965215461284e+00,-3.717967403574444496e-02,-3.943052302362309858e-02,7.951319810329020306e-17,-7.419929202785445373e-16,-1.450849562510711896e-17,-2.949157230911683677e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.598220551149422874e+01,-1.940268440959615204e-01,-1.489489750156535841e+00,-3.713886324688402824e-02,-3.921041910238659556e-02,7.196523669456968385e-17,-7.573451519044029713e-16,-1.431316589784484534e-17,-2.893423928492238635e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.650812131262804883e+01,-2.135474036101816797e-01,-1.510055593074945079e+00,-3.709522518601439389e-02,-3.900098228129725980e-02,6.450400885225499137e-17,-7.726311858982911749e-16,-1.388507799258743319e-17,-2.905003355437724848e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.703403711376186891e+01,-2.330443127339368592e-01,-1.530514052153694404e+00,-3.704895383397049935e-02,-3.880202073974512583e-02,5.742853954792369200e-17,-7.879789341605832983e-16,-1.318914273677278297e-17,-2.952783112076426276e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.755995291489568899e+01,-2.525162326845000194e-01,-1.550870590121405934e+00,-3.700022096228332974e-02,-3.861335757660144807e-02,5.073446371256273019e-17,-8.036368980591862669e-16,-1.218062143538425613e-17,-3.005036738216792482e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.808586871602950907e+01,-2.719619105672530512e-01,-1.571130574800786217e+00,-3.694918480170243658e-02,-3.843480680567813723e-02,4.446542020684738761e-17,-8.195690095848286235e-16,-1.187885455135034508e-17,-3.042640634812487550e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.861178451716332916e+01,-2.913801769648509676e-01,-1.591299272404784970e+00,-3.689600331749810086e-02,-3.826616935261314967e-02,3.840215007642247198e-17,-8.351778220965767227e-16,-1.138760613548119163e-17,-2.917927867331419740e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.913770031829714924e+01,-3.107699416973653261e-01,-1.611381843666249924e+00,-3.684081808752919657e-02,-3.810724436199064424e-02,3.256262226391900992e-17,-8.503700721686884165e-16,-1.076038717593395652e-17,-2.869066194538720061e-17,0.000000000000000000e+00,1.000000000000000056e-01
6.966361611943096932e+01,-3.301301840015419264e-01,-1.631383343882526482e+00,-3.678375170493126262e-02,-3.795783195659224035e-02,2.712276442885520630e-17,-8.654671661022063743e-16,-9.891345335479706355e-18,-2.881054995164095872e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.018953192056478940e+01,-3.494599437547404874e-01,-1.651308724989662080e+00,-3.672491432503680736e-02,-3.781774166835626810e-02,2.212101047156553629e-17,-8.805963651774623612e-16,-9.205352011890992580e-18,-2.846609124098983863e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.071544772169860948e+01,-3.687583169942037498e-01,-1.671162842832484507e+00,-3.666440796588912171e-02,-3.768679617418283639e-02,1.725287021211464954e-17,-8.956462714137094934e-16,-9.407699573665663926e-18,-2.887663455996616633e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.124136352283242957e+01,-3.880244494631618357e-01,-1.690950460262072630e+00,-3.660231993530133759e-02,-3.756481793907396477e-02,1.242347141883658152e-17,-9.110297209721574557e-16,-9.118213900028483942e-18,-2.978368967069600701e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.176727932396624965e+01,-4.072575310934594128e-01,-1.710676245078285529e+00,-3.653873283713845316e-02,-3.745162213443789523e-02,7.604896577176264986e-18,-9.267942919221026231e-16,-9.200088636006680805e-18,-3.001059965326414204e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.229319512510006973e+01,-4.264567937885057614e-01,-1.730344766693628911e+00,-3.647372161750438851e-02,-3.734702120329767838e-02,2.700948556471903496e-18,-9.428148167968059879e-16,-9.485188163073604315e-18,-3.090683560245400638e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.281911092623388981e+01,-4.456215054061254399e-01,-1.749960496465774673e+00,-3.640734816295149168e-02,-3.725082987481431046e-02,-2.373402768116263322e-18,-9.594199888417868458e-16,-9.779059983281046937e-18,-3.214314411572470198e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.330457166574203143e+01,-4.632807337542979020e-01,-1.768024252262473617e+00,-3.634491591230320368e-02,-3.716934554681471797e-02,-7.212253296194971846e-18,-9.749777927421948145e-16,-1.022118355756330075e-17,-3.182997325060814905e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.383048746687585151e+01,-4.823770488032256276e-01,-1.787550675546184076e+00,-3.627606431654935987e-02,-3.708882770531541501e-02,-1.278637544914016878e-17,-9.917300522346236761e-16,-1.108554684167593394e-17,-3.179371443896066759e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.435640326800967159e+01,-5.014368296718590967e-01,-1.807036838787407618e+00,-3.620598634864582305e-02,-3.701621293176803745e-02,-1.890400192676023022e-17,-1.008526766820145109e-15,-1.208617307923799389e-17,-3.218349666417112872e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.488231906914349167e+01,-5.204594402415249066e-01,-1.826486853762420148e+00,-3.613471521089308552e-02,-3.695133101171219070e-02,-2.540694925251686170e-17,-1.025667848679485452e-15,-1.260637006247088444e-17,-3.302622162520378611e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.540823487027731176e+01,-5.394442615062136070e-01,-1.845904741543357375e+00,-3.606228262083314984e-02,-3.689400769004617248e-02,-3.217935974100651649e-17,-1.043278666380125079e-15,-1.313621656815833399e-17,-3.365314817497962220e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.593415067141113184e+01,-5.583906896236771056e-01,-1.865294431647116058e+00,-3.598871390264100217e-02,-3.684406960859876179e-02,-3.923099269286815134e-17,-1.060730780108193692e-15,-1.367775946469981827e-17,-3.259345516360472001e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.646006647254495192e+01,-5.772981321948820188e-01,-1.884659762920962489e+00,-3.591402745070342711e-02,-3.680134542205598658e-02,-4.641284428889173204e-17,-1.077734332719984977e-15,-1.393917380028734573e-17,-3.212998567601388479e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.698598227367877200e+01,-5.961660052674846444e-01,-1.904004485256197032e+00,-3.583823769338286697e-02,-3.676566895660467182e-02,-5.395019467619030678e-17,-1.094573893592675147e-15,-1.484213517421828736e-17,-3.186915615996902903e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.751189807481259209e+01,-6.149937317344904564e-01,-1.923332262437313478e+00,-3.576135575505249437e-02,-3.673687776064676891e-02,-6.205773663936555144e-17,-1.111267017637960092e-15,-1.608049055588846176e-17,-3.166008317345330659e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.803781387594641217e+01,-6.337807390457734780e-01,-1.942646672710173883e+00,-3.568338794213671977e-02,-3.671480882128679707e-02,-7.079736188865137935e-17,-1.127952724614759008e-15,-1.708696498887754369e-17,-3.202939671466923853e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.856372967708023225e+01,-6.525264572818255671e-01,-1.961951208241169198e+00,-3.560433873938750882e-02,-3.669929766250453612e-02,-7.975787855712656615e-17,-1.145134097598919395e-15,-1.665653780544932152e-17,-3.316102252979639188e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.908964547821405233e+01,-6.712303187687080896e-01,-1.981249274479641498e+00,-3.552421164742985277e-02,-3.669017942419079692e-02,-8.843290315091021942e-17,-1.162912645146540887e-15,-1.632962368107924890e-17,-3.435434680667854414e-17,0.000000000000000000e+00,1.000000000000000056e-01
7.961556127934787241e+01,-9.684267586805468689e-17,-1.181372143460199634e-15,-1.556000116288422303e-17,-3.573890707402406172e-17,-6.898917568710505321e-01,1.999455809550127583e+00,-3.544300710577935609e-02,-3.668729033441474330e-02,1.000000000000000056e-01,0.000000000000000000e+00
8.014147708048169250e+01,-1.048729833174460163e-16,-1.200223942000634566e-15,-1.500091368006168358e-17,-3.591201365866365241e-17,-7.085102044651994113e-01,1.980160810593420750e+00,-3.536072291040293081e-02,-3.669046823958740933e-02,1.000000000000000056e-01,0.000000000000000000e+00
8.066739288161551258e+01,-1.126333544258914932e-16,-1.219087806585495695e-15,-1.460411362033879238e-17,-3.578335335926934130e-17,-7.270850926940396475e-01,1.960862579985638288e+00,-3.527735476437223600e-02,-3.669955333153157584e-02,1.000000000000000056e-01,0.000000000000000000e+00
